SEQUENCE_NUMBER,ROUTE_LABEL,YEAR,DRAFT_AADT,PAST_AADT,AADT_CHANGE,AADT_COMMENT
15240,CSAH 25,2023,3401,3600,-0.0553,"10 Avg Hist, 08 Avg Hist"
15257,MSAS 120,2023,1453,1650,-0.1194,"18 No AADT, 14 See Hist, 08 Avg Hist"
15275,MSAS 108,2023,1789,1800,-0.0061,"18 No AADT, 16 Avg Hist, 10 Avg Hist, 08 See Hist, 06 Est Hist"
15348,MSAS 121,2023,4162,4900,-0.1506,"18 No AADT, 10 Avg Hist, 08 See Hist, 02 Est"
15375,CSAH 3,2023,787,1050,-0.2505,"23 See Hist, 18 Avg Hist, 10 Avg Hist"
15376,CR 105,2023,418,410,0.0195,
15389,CSAH 3,2023,372,325,0.1446,"18 See Hist, 14 RCH, AD Avg Hist"
15391,CSAH 9,2023,168,240,-0.3,23 RCL
15403,CSAH 9,2023,268,325,-0.1754,"23 See Hist, 14 Avg Hist"
15407,CSAH 4,2023,809,940,-0.1394,"18 Avg Hist, 14 See Hist, 10 Avg Hist"
15408,CSAH 4,2023,597,590,0.0119,
15417,CSAH 14,2023,152,120,0.2667,"18 AD, Avg Hist"
15418,CSAH 9,2023,703,910,-0.2275,"23 RCL, AD"
15423,CSAH 6,2023,374,355,0.0535,06 Avg Hist
15424,CSAH 5,2023,227,200,0.135,"18 Avg Hist, 14 See Hist"
15425,CSAH 5,2023,204,170,0.2,18 Avg Hist
15431,CSAH 18,2023,431,532,-0.1898,18 Avg Hist
15439,CR 59,2023,38,40,-0.05,"18 AD, Avg Hist"
15440,CSAH 20,2023,366,290,0.2621,"23 RCH, AD, 14 Avg Hist (10 Cnt), 10 Avg Hist"
15445,CSAH 7,2023,328,285,0.1509,
15457,CSAH 10,2023,668,790,-0.1544,18 Avg Hist
15458,CR 65,2023,93,140,-0.3357,"23 RCL, AD, 10 Est Hist"
15463,CR 52,2023,52,85,-0.3882,"23 Lim Hist, 10 Est Hist, 06 Est Hist"
15469,CSAH 6,2023,810,920,-0.1196,"10 RCL, AD Avg Hist, 06 RCH"
15472,CSAH 17,2023,211,205,0.0293,"14 See Hist, 10 Avg Curr"
15473,CSAH 25,2023,378,445,-0.1506,"18 Avg Hist, 14 See Hist, 10 RCL, AD Avg Hist"
15474,CSAH 4,2023,1077,1000,0.077,10 Avg Hist
15477,CSAH 27,2023,192,130,0.4769,"23 RCH, AD, 18 See Hist, 14 RCL, Avg Hist (10 Cnt), 10 Avg Hist"
15489,CSAH 26,2023,511,601,-0.1495,"22 See Hist, 10 Avg Hist, 06 Avg Hist"
15492,CSAH 4,2023,2757,3350,-0.177,"14 See Hist, 06 Est"
15493,CSAH 4,2023,2352,2750,-0.1447,10 Avg Hist
15496,CSAH 22,2023,1024,1125,-0.0898,"22 RCL, 14 RCL, Avg Hist"
15498,CSAH 34,2023,629,1100,-0.4282,"23 RCL, AD, 10 RCL, Avg Hist"
15500,CSAH 22,2023,1128,1189,-0.0514,"18 Avg Hist, 10 Avg Hist, 06 Avg Hist"
15504,CSAH 18,2023,2774,3039,-0.0871,"18 Avg Hist, 14 See Hist, 10 Avg Curr"
15505,CSAH 31,2023,585,810,-0.2778,"23 RCL, AD, 06 Avg Hist"
15509,CSAH 18,2023,1539,1775,-0.133,"14 See Hist, 06 RCH"
15516,CSAH 35,2023,1277,1690,-0.2444,"23 RCL, 18 Avg Hist (14 Cnt), 14 Avg Hist (10 Cnt), 10 RCL, Avg Hist"
15517,CSAH 33,2023,529,1150,-0.54,"23 RCL, AD, 14 Avg Hist (10 Cnt), 10 RCL, AD Avg Hist, 06 Avg Hist, 02 Avg Curr"
15580,CSAH 3,2023,1449,1450,-0.0007,"18 Avg Hist (14 Cnt), 14 Avg Hist (10 Cnt), 10 Avg Hist, 06 Avg Hist"
15581,CSAH 51,2023,260,265,-0.0189,"10 RCL, Avg Hist"
15586,CR 104,2023,176,165,0.0667,"06 Est, 02 Est"
15600,CSAH 5,2023,1388,820,0.6927,"23 See Hist, 18 RCH, AD Avg Hist (14 Cnt), 14 RCH, AD Avg Hist (10 Cnt), 10 Avg "
15613,CR 151,2023,635,510,0.2451,"23 RCH, AD, 10 Avg Hist"
15614,CSAH 1,2023,1686,2000,-0.157,"18 Avg Hist, 14 See Hist, 10 See Hist, 06 Est"
15617,CSAH 1,2023,3056,2600,0.1754,"23 See Hist, 10 Avg Hist"
15625,CSAH 1,2023,1720,1650,0.0424,"18 AD, Avg Hist, 14 See Hist, 10 RCH, Avg Hist, 06 Est Hist"
15638,CSAH 7,2023,367,450,-0.1844,"18 Avg Hist, 14 See Hist, 02 Est"
15680,CSAH 20,2023,166,220,-0.2455,"18 See Hist, 14 RCL, Avg Hist, 06 Est"
15696,CSAH 3,2023,4360,6700,-0.3493,"23 RCL, AD, 18 Per Cty Eng"
15697,CSAH 3,2023,3415,4950,-0.3101,"23 RCL, AD, 18 Per Cty Eng"
15698,CSAH 26,2023,1739,2750,-0.3676,"23 RCL, AD, 18 AD, See Hist, 14 Est Surr, 10 Avg Hist "
15708,CSAH 16,2023,4768,5348,-0.1085,"18 RCH, Avg Hist, 14 See Hist, 10 Avg Hist (02), 06 Est"
15709,MSAS 106,2023,2543,1950,0.3041,"23 See Hist, 18 RCH, AD Avg Hist, 14 No AADT, Const, 10 See Hist, 06 Est"
15723,MSAS 132,2023,1557,980,0.5888,"23 RCH, AD, 18 AD, Avg Hist, 14 See Hist, 10 See Hist, 06 Est, 02 Est"
15727,CSAH 3,2023,3960,5800,-0.3172,"23 RCL, AD, 18 Avg Hist (14 Cnt), 14 Avg Hist (10 Cnt), 10 Avg Hist, 02 Est"
